AREA,RANGE,EC
8000,Emulsion,2606381.805
8000,Gypsumboard,3127658.166
8500,Acrylic,3683686.285
8500,Emulsion,2762764.713
8500,Gypsumboard,3315317.656
8700,Acrylic,3757360.01
8700,Emulsion,2818020.008
8700,Gypsumboard,3381624.009
9000,Acrylic,3870080.811
9000,Emulsion,2902560.608
9000,Gypsumboard,3483072.73
9600,Acrylic,4102285.659
9600,Emulsion,3076714.244
9600,Gypsumboard,3692057.093
9800,Acrylic,4184331.372
9800,Emulsion,3138248.529
9800,Gypsumboard,3765898.235
11000,Acrylic,4686451.137
11000,Emulsion,3514838.353
11000,Gypsumboard,4217806.023
11300,Acrylic,4780180.16
11300,Emulsion,3585135.12
11300,Gypsumboard,4302162.144
11700,Acrylic,4923585.565
11700,Emulsion,3692689.173
11700,Gypsumboard,4431227.008
12000,Acrylic,5169764.843
12000,Emulsion,3877323.632
12000,Gypsumboard,4652788.359
12300,Acrylic,5273160.14
12300,Emulsion,3954870.105
12300,Gypsumboard,4745844.126
12700,Acrylic,5431354.944
12700,Emulsion,4073516.208
12700,Gypsumboard,4888219.449
13000,Acrylic,5539982.043
13000,Emulsion,4154986.532
13000,Gypsumboard,4985983.838
13300,Acrylic,5650781.684
13300,Emulsion,4238086.263
13300,Gypsumboard,5085703.515
13500,Acrylic,5763797.317
13500,Emulsion,4322847.988
13500,Gypsumboard,5187417.586
13700,Acrylic,5879073.264
13700,Emulsion,4409304.948
13700,Gypsumboard,5291165.937
14000,Acrylic,6055445.462
14000,Emulsion,4541584.096
14000,Gypsumboard,5449900.915
14300,Acrylic,6176554.371
14300,Emulsion,4632415.778
14300,Gypsumboard,5558898.934
14700,Acrylic,6300085.458
14700,Emulsion,4725064.094
14700,Gypsumboard,5670076.912
15000,Acrylic,6426087.167
15000,Emulsion,4819565.376
15000,Gypsumboard,5783478.451
15300,Acrylic,6618869.782
15300,Emulsion,4964152.337
15300,Gypsumboard,5956982.804
15500,Acrylic,6751247.178
15500,Emulsion,5063435.384
15500,Gypsumboard,6076122.46
15800,Acrylic,6886272.122
15800,Emulsion,5164704.091
15800,Gypsumboard,6197644.909
16000,Acrylic,7092860.285
1000,Emulsion,5319645.214
16000,Gypsumboard,6383574.257
16400,Acrylic,7234717.491
16400,Emulsion,5426038.118
16400,Gypsumboard,6511245.742
16900,Acrylic,7379411.841
16900,Emulsion,5534558.881
16900,Gypsumboard,6641470.657
17200,Acrylic,7600794.196
17200,Emulsion,5700595.647
17200,Gypsumboard,6840714.776
17500,Acrylic,7828818.022
17500,Emulsion,5871613.516
17500,Gypsumboard,7045936.22
17800,Acrylic,8063682.563
17800,Emulsion,6047761.922
17800,Gypsumboard,7257314.306
18000,Acrylic,8224956.214
18000,Emulsion,6168717.16
18000,Gypsumboard,7402460.592
18400,Acrylic,8307205.776
18400,Emulsion,6230404.332
18400,Gypsumboard,7476485.198
18800,Acrylic,8473349.891
18800,Emulsion,6355012.419
18800,Gypsumboard,7626014.902
19200,Acrylic,8812283.887
19200,Emulsion,6609212.915
19200,Gypsumboard,7931055.498
20000,Acrylic,9164775.243
20000,Emulsion,6873581.432
20000,Gypsumboard,8248297.718
22000,Acrylic,10081252.77
22000,Emulsion,7560939.575
22000,Gypsumboard,9073127.49
