AREA,RANGE,EC
11300,Vinyl,148269.84698113205
11300,Marble,265435.46603773587
11700,Laminate,255512.64490566042
11700,Vinyl,152717.94235849057
11700,Marble,273398.5300471698
12000,Laminate,260622.89778301888
12000,Vinyl,155772.30122641512
12000,Marble,278866.5006132075
12300,Laminate,265835.355754717
12300,Vinyl,158887.74721698114
12300,Marble,284443.83066037734
12700,Laminate,273810.41641509434
12700,Vinyl,163654.37966981134
12700,Marble,292977.14556603774
13000,Laminate,279286.624764151
13000,Vinyl,166927.46726415094
13000,Marble,298836.68849056604
13300,Laminate,285710.2171226415
13300,Vinyl,170766.79900943395
13300,Marble,305709.93231132074
13500,Laminate,291424.4214622642
13500,Vinyl,174182.1349528302
13500,Marble,311824.13094339625
13700,Laminate,297252.9098584906
13700,Vinyl,177665.77768867926
13700,Marble,318060.6135849057
14000,Laminate,303197.96806603775
14000,Vinyl,181219.09320754715
14000,Marble,324421.82584905665
14300,Laminate,309261.9274528302
14300,Vinyl,184843.47509433964
14300,Marble,330910.2623584906
14700,Laminate,312354.5466981132
14700,Vinyl,186691.90985849057
14700,Marble,334219.36500000005
15000,Laminate,318601.6376415095
15000,Vinyl,190425.74801886792
15000,Marble,340903.7522641509
15300,Laminate,196138.52047169814
15300,Vinyl,351130.8648584906
15300,Marble,202022.67608490566
15500,Laminate,200061.29089622642
15500,Vinyl,358153.4821698113
15500,Marble,206063.12962264154
15800,Laminate,202462.02636792453
15800,Vinyl,362451.3239150943
15800,Marble,208535.88716981132
16000,Laminate,208535.88716981132
1000,Vinyl,373324.86363207543
16000,Marble,214791.9637735849
16400,Laminate,214791.9637735849
16400,Vinyl,384524.6095754717
16400,Marble,221235.72268867926
16900,Laminate,223383.6423584906
16900,Vinyl,399905.5939622642
16900,Marble,230085.1516037736
17200,Laminate,232318.98801886794
17200,Vinyl,415901.8176886792
17200,Marble,239288.55768867926
17500,Laminate,241611.74754716983
17500,Vinyl,432537.8904245283
17500,Marble,248860.10000000003
17800,Laminate,251276.2174528302
17800,Vinyl,449839.4060377358
17800,Marble,258814.50396226416
18000,Laminate,261327.26617924526
18000,Vinyl,467832.982264151
18000,Marble,269167.08415094344
18400,Laminate,271780.35679245286
18400,Vinyl,486546.30141509435
18400,Marble,279933.7675
18800,Laminate,282651.5710849057
18800,Vinyl,506008.1537735849
18800,Marble,291131.1182075472
19200,Laminate,293957.6339150943
19200,Vinyl,526248.4797169812
19200,Marble,302776.3629245283
20000,Laminate,305715.9392924529
20000,Vinyl,547298.4188679246
20000,Marble,314887.4174528302
22000,Laminate,339344.69259433966
22000,Vinyl,607501.2448113208
22000,Marble,349525.0333490566
