AREA,RANGE,EC
5100,2,18862792.254308302
5100,3,28294188.38146241
5100,4,37631270.54734505
5100,5,47039088.18418127
5500,1,10185907.817326462
5500,2,20371815.634652924
5500,3,30557723.451979436
5500,4,40641772.19113264
5500,5,50802215.23891557
6000,1,11000780.442712596
6000,2,22001560.88542519
6000,3,33002341.32813778
6000,4,43893113.96642326
6000,5,54866392.45802925
6500,1,11880842.878129624
6500,2,23761685.756259196
6500,3,35642528.63438883
6500,4,47404563.08373727
6500,5,59255703.85467123
7000,1,12831310.308379952
7000,2,25662620.616759956
7000,3,38493930.925139904
7000,4,46962595.72867072
7000,5,58703244.66083821
7150,1,13087936.514547596
7150,2,26175873.029095143
7150,3,39263809.54364269
7150,4,52220866.69304482
7150,5,65276083.366306126
7500,1,13611453.975129481
7500,2,27222907.950258963
7500,3,40834361.92538844
7500,4,54309701.360766515
7500,5,67887126.70095849
8000,1,14428141.213637264
8000,2,28856282.42727448
8000,3,43284423.64091174
8000,4,57568283.442412734
8000,5,71960354.30301557
8500,1,15293829.686455473
8500,2,30587659.372910947
8500,3,6117531.8745821705
8500,4,8136317.393194293
8500,5,10170396.741492877
8700,1,15752644.577049151
8700,2,31505289.154098302
8700,3,47257933.73114764
8700,4,62853051.862425946
8700,5,78566314.82803255
9000,1,16382750.360131085
9000,2,32765500.720262222
9000,3,49148251.080393404
9000,4,65367173.93692312
9000,5,81708967.42115378
9600,1,17529542.88534028
9600,2,35059085.77068056
9600,3,52588628.65602075
9600,4,69942876.11250755
9600,5,87428595.14063491
9800,1,17704838.31419368
9800,2,35409676.62838741
9800,3,53114514.94258113
9800,4,1609530.7558357879
9800,5,2011913.4447947359
11000,1,19829418.911896937
11000,2,39658837.82379387
11000,3,59488256.73569104
11000,4,79119381.45846887
11000,5,98899226.82308586
11300,1,20622595.668372832
11300,2,41245191.33674561
11300,3,61867787.00511839
11300,4,82284156.71680756
11300,5,102855195.89600945
11500,1,21241273.538424008
11500,2,42482547.07684797
11500,3,63723820.615272164
11500,4,8475268141.831179
11500,5,10594085177.288963
11700,1,21666099.009192504
11700,2,43332198.01838495
11700,3,64998297.02757737
11700,4,86447735.04667783
11700,5,108059668.80834766
12000,1,22532742.96956019
12000,2,45065485.93912034
12000,3,67598228.90868066
12000,4,89905644.44854528
12000,5,112382055.56068113
12300,1,23434052.688342594
12300,2,46868105.37668519
12300,3,70302158.06502783
12300,4,87877697.58128491
12300,5,109847121.97660567
12700,1,24840095.84964316
12700,2,49680191.69928632
12700,3,74520287.54892924
12700,4,99111982.44007595
12700,5,123889978.05009529
13000,1,25336897.766635995
13000,2,50673795.53327217
13000,3,76010693.29990803
13000,4,101094222.08887784
13000,5,126367777.61109717
13300,1,26350373.677301463
13300,2,52700747.35460283
13300,3,70091993.9816217
13300,4,93222351.99555708
13300,5,116527939.99444622
13500,1,27140884.88762047
13500,2,54281769.77524103
13500,3,81422654.66286133
13500,4,108292130.70160568
13500,5,135365163.37700707
13700,1,27667892.36116651
13700,2,55335784.72233302
13700,3,83003677.08349954
13700,4,110394890.52105425
13700,5,137993613.15131792
14000,1,28221250.208389856
14000,2,56442500.41677971
14000,3,84663750.62516934
14000,4,112602788.33147548
14000,5,140753485.41434434
14300,1,29067887.714641556
14300,2,58135775.429283015
14300,3,87203663.14392453
14300,4,115980871.9814198
14300,5,144976089.9767745
14500,1,30478950.225061037
14500,2,60957900.45012217
14500,3,91436850.67518301
14500,4,121611011.3979934
14500,5,152013764.247492
14700,1,31088529.229562268
14700,2,62177058.459124535
14700,3,82695487.75063585
14700,4,109984998.70834528
14700,5,137481248.3854316
15000,1,31399414.521857876
15000,2,62798829.04371557
15000,3,94198243.56557357
15000,4,125283663.94221275
15000,5,156604579.92776605
15300,1,32655391.10273222
15300,2,65310782.205464624
15300,3,97966173.3081967
15300,4,130295010.49990144
15300,5,162868763.1248769
15500,1,33961606.74684151
15500,2,67923213.49368303
15500,3,101884820.24052453
15500,4,135506810.91989765
15500,5,169383513.64987168
15800,1,35320071.01671515
15800,2,70640142.03343019
15800,3,105960213.05014528
15800,4,140927083.3566934
15800,5,176158854.195867
16000,1,36732873.85738377
16000,2,73465747.71476746
16000,3,110198621.57215142
16000,4,146564166.69096133
16000,5,183205208.3637014
16400,1,37834860.07310528
16400,2,75669720.14621037
16400,3,113504580.21931604
16400,4,150961091.69169012
16400,5,188701364.61461276
16900,1,39726603.07676057
16900,2,79453206.15352122
16900,3,119179809.23028162
16900,4,158509146.27627453
16900,5,198136432.84534338
17200,1,41712933.230598584
17200,2,83425866.46119717
17200,3,125138799.69179577
17200,4,166434603.59008822
17200,5,208043254.4876104
17500,1,43381450.5598225
17500,2,86762901.11964527
17500,3,130144351.67946744
17500,4,173091987.733692
17500,5,216364984.6671151
17800,1,45116708.58221543
17800,2,90233417.16443065
17800,3,135350125.74664623
17800,4,180015667.24303964
17800,5,225019584.05379954
18000,1,46470209.83968189
18000,2,92940419.67936368
18000,3,139410629.51904574
18000,4,185416137.26033065
18000,5,231770171.5754132
18400,1,48329018.23326934
18400,2,96658036.46653819
18400,3,144987054.69980752
18400,4,192832782.7507439
18400,5,241040978.4384302
18800,1,49295598.59793443
18800,2,98591197.19586886
18800,3,147886795.79380378
18800,4,196689438.40575898
18800,5,245861798.00719857
19200,1,53732202.47174859
19200,2,107464404.94349718
19200,3,161196607.41524574
19200,4,214391487.86227688
19200,5,267989359.82784626
20000,1,55881490.5706184
20000,2,111762981.14123726
20000,3,167644471.71185565
20000,4,222967147.3767684
20000,5,278708934.2209604
22000,1,67057788.68474245
22000,2,134115577.36948445
22000,3,201173366.0542269
22000,4,267560576.8521217
22000,5,334450721.06515235
