AREA,RANGE,EC
4900,2,36271310.2758581
4900,3,54406965.4137872
4900,4,72361264.0003369
4900,5,90451580.0004211
5000,1,19042437.8948255
5000,2,38084875.789651
5000,3,57127313.6844765
5000,4,75979327.2003538
5000,5,94974159.0004422
5100,1,19994559.7895668
5100,2,39989119.5791336
5100,3,59983679.3687003
5100,4,79778293.5603715
5100,5,99722866.9504643
5500,1,21594124.5727321
5500,2,43188249.1454642
5500,3,64782373.7181964
5500,4,86160557.0452012
5500,5,107700696.306501
6000,1,23321654.5385507
6000,2,46643309.0771014
6000,3,69964963.6156521
6000,4,93053401.6088173
6000,5,116316752.011022
6500,1,25187386.9016348
6500,2,50374773.8032695
6500,3,75562160.7049043
6500,4,100497673.737523
6500,5,125622092.171903
7000,1,27202377.8537655
7000,2,54404755.7075311
7000,3,81607133.5612966
7000,4,99560702.9447819
7000,5,124450878.680977
7150,1,27746425.4108409
7150,2,55492850.8216817
7150,3,83239276.2325225
7150,4,110708237.389255
7150,5,138385296.736569
7500,1,28856282.4272745
7500,2,57712564.854549
7500,3,86568847.2818235
7500,4,115136566.884825
7500,5,143920708.606032
8000,1,30587659.372911
8000,2,61175318.7458219
8000,3,91762978.1187329
8000,4,122044760.897915
8000,5,152555951.122393
8500,1,32422918.9352856
8500,2,64845837.8705712
8500,3,12969167.5741142
8500,4,17248992.8735719
8500,5,21561241.0919649
8700,1,33395606.5033442
8700,2,66791213.0066884
8700,3,100186819.510033
8700,4,133248469.948343
8700,5,166560587.435429
9000,1,34731430.7634779
9000,2,69462861.5269559
9000,3,104194292.290434
9000,4,138578408.746277
9000,5,173223010.932846
9600,1,37162630.9169214
9600,2,74325261.8338428
9600,3,111487892.750764
9600,4,148278897.358516
9600,5,185348621.698146
9800,1,37534257.2260906
9800,2,75068514.4521813
9800,3,112602771.678272
9800,4,3412205.20237187
9800,5,4265256.50296484
11000,1,42038368.0932215
11000,2,84076736.186443
11000,3,126115104.279665
11000,4,167733088.691954
11000,5,209666360.864942
11300,1,43719902.8169504
11300,2,87439805.6339007
11300,3,131159708.450851
11300,4,174442412.239632
11300,5,218053015.29954
11500,1,45031499.9014589
11500,2,90062999.8029177
11500,3,135094499.704377
11500,4,17967568460.6821
11500,5,22459460575.8526
11700,1,45932129.8994881
11700,2,91864259.7989761
11700,3,137796389.698464
11700,4,183269198.298957
11700,5,229086497.873697
12000,1,47769415.0954676
12000,2,95538830.1909351
12000,3,143308245.286403
12000,4,190599966.230916
12000,5,238249957.788644
12300,1,49680191.6992863
12300,2,99360383.3985726
12300,3,149040575.097859
12300,4,186300718.872324
12300,5,232875898.590404
12700,1,52661003.2012435
12700,2,105322006.402487
12700,3,157983009.60373
12700,4,210117402.772961
12700,5,262646753.466202
13000,1,53714223.2652683
13000,2,107428446.530537
13000,3,161142669.795805
13000,4,214319750.828421
13000,5,267899688.535526
13300,1,55862792.1958791
13300,2,111725584.391758
13300,3,148595027.241038
13300,4,197631386.230581
13300,5,247039232.788226
13500,1,57538675.9617554
13500,2,115077351.923511
13500,3,172616027.885266
13500,4,229579317.087404
13500,5,286974146.359255
13700,1,58655931.805673
13700,2,117311863.611346
13700,3,175967795.417019
13700,4,234037167.904635
13700,5,292546459.880794
14000,1,59829050.4417865
14000,2,119658100.883573
14000,3,179487151.325359
14000,4,238717911.262728
14000,5,298397389.07841
14300,1,61623921.9550401
14300,2,123247843.91008
14300,3,184871765.86512
14300,4,245879448.60061
14300,5,307349310.750762
14500,1,64615374.4771294
14500,2,129230748.954259
14500,3,193846123.431388
14500,4,257815344.163746
14500,5,322269180.204683
14700,1,65907681.966672
14700,2,131815363.933344
14700,3,175314434.031348
14700,4,233168197.261692
14700,5,291460246.577115
15000,1,66566758.7863387
15000,2,133133517.572677
15000,3,199700276.359016
15000,4,265601367.557491
15000,5,332001709.446864
15300,1,69229429.1377923
15300,2,138458858.275585
15300,3,207688287.413377
15300,4,276225422.259791
15300,5,345281777.824739
15500,1,71998606.303304
15500,2,143997212.606608
15500,3,215995818.909912
15500,4,287274439.150183
15500,5,359093048.937728
15800,1,74878550.5554361
15800,2,149757101.110872
15800,3,224635651.666308
15800,4,298765416.71619
15800,5,373456770.895238
16000,1,77873692.5776536
16000,2,155747385.155307
16000,3,233621077.732961
16000,4,310716033.384838
16000,5,388395041.731047
16400,1,80209903.3549832
16400,2,160419806.709966
16400,3,240629710.06495
16400,4,320037514.386383
16400,5,400046892.982979
16900,1,84220398.5227324
16900,2,168440797.045465
16900,3,252661195.568197
16900,4,336039390.105702
16900,5,420049237.632128
17200,1,88431418.448869
17200,2,176862836.897738
17200,3,265294255.346607
17200,4,352841359.610987
17200,5,441051699.513734
17500,1,91968675.1868237
17500,2,183937350.373648
17500,3,275906025.560471
17500,4,366955013.995427
17500,5,458693767.494284
17800,1,95647422.1942967
17800,2,191294844.388593
17800,3,286942266.58289
17800,4,381633214.555244
17800,5,477041518.194055
18000,1,98516844.8601256
18000,2,197033689.720251
18000,3,295550534.580377
18000,4,393082210.991901
18000,5,491352763.739876
18400,1,102457518.654531
18400,2,204915037.309061
18400,3,307372555.963592
18400,4,408805499.431577
18400,5,511006874.289472
18800,1,104506669.027621
18800,2,209013338.055242
18800,3,313520007.082864
18800,4,416981609.420209
18800,5,521227011.775261
19200,1,113912269.240107
19200,2,227824538.480214
19200,3,341736807.720321
19200,4,454509954.268027
19200,5,568137442.835034
20000,1,118468760.009711
20000,2,236937520.019423
20000,3,355406280.029134
20000,4,472690352.438749
20000,5,590862940.548436
22000,1,142162512.011654
22000,2,284325024.023307
22000,3,426487536.034961
22000,4,567228422.926498
22000,5,709035528.658123
